"text","text_en","cmp_code","eu_code"
"Education for Military Personnel",NA,"104",NA
"Free education both during and after service is vital to ensure a successful return to civilian life.",NA,"104",NA
"“Reform UK will strengthen our armed forces and empower our veterans.”",NA,NA,NA
"DEFENCE PLEDGES COSTS = £14 BILLION PA",NA,NA,NA
"HOUSING",NA,"H",NA
"Britain has a Housing Crisis",NA,"H",NA
"Reform UK will ensure that people can own their own home by unleashing housebuilding across the country and cutting immigration.",NA,"503",NA
"CRITICAL REFORMS NEEDED IN THE FIRST 100 DAYS:",NA,"H",NA
"Review the Planning System",NA,"303",NA
"Fast-track planning and tax incentives for development of brownfield sites.",NA,"402",NA
"‘Loose fit planning’ policy for large residential developments with preapproved guidelines and developer requirements.",NA,"402",NA
"Reform Social Housing Law",NA,"601.1",NA
"Prioritise local people and those who have paid into the system.",NA,"601.1",NA
"Foreign nationals must go to the back of the queue.",NA,"601.1",NA
"Not the front.",NA,"601.1",NA
"Scrap section 24 for Landlords",NA,"402",NA
"The tax system should encourage smaller landlords into the rental markets.",NA,"402",NA
"Not penalise them.",NA,"402",NA
"We will restore landlords’ rights to deduct finance costs and mortgage interest from tax on rental income.",NA,"402",NA
"Abolish the Renters’ (Reform) Bill",NA,"303",NA
"Existing legislation was inadequate to address bad practices.",NA,"303",NA
"Instead, we will boost the monitoring, appeals and enforcement process for renters with grievances.",NA,"303",NA
"Thereafter:",NA,"H",NA
"Protection for Leaseholders",NA,"403",NA
"All potential charges for leasehold or freehold residents must be clearly stated and consented to.",NA,"403",NA
"Enforce Section 106 agreements.",NA,"403",NA
"Ensure it is cheaper and easier to extend leases to 990 years and buy freeholds.",NA,"403",NA
"Incentivise Use of New Construction Technology",NA,"411",NA
"We will incentivise innovation to speed up building: modular construction, digital technology and building sites that improve efficiency and cut waste.",NA,"411",NA
"“Affordable homes for hard-working British people.”",NA,NA,NA
"HOUSING PLEDGES COSTS = £ NEUTRAL",NA,NA,NA
"CHILDREN AND FAMILIES",NA,"H",NA
"Britain has one of the Highest Family Breakdown Rates in the Western World",NA,"H",NA
"Reform UK believes that strong families are the bedrock of a thriving society – we will support family formation and give parents back control.",NA,"603",NA
"CRITICAL REFORMS NEEDED IN THE FIRST 100 DAYS:",NA,"H",NA
"Support Marriage Through the Tax System",NA,"603",NA
"As soon as finances allow, introduce a UK 25% transferable marriage tax allowance.",NA,"603",NA
"This would mean no tax on the first £25,000 of income for either spouse.",NA,"603",NA
"This will help make work pay and incentivise people trapped on benefits back into the workplace.",NA,"505",NA
"Choice for Stay-at-Home Mums or Dads",NA,"603",NA
"The majority of mothers would choose to stay at home more if they could.",NA,"603",NA
"Front-loading the Child Benefit system for children aged 1-4 would give parents the choice to spend more time with their children.",NA,"504",NA
"Mandate Single Sex Spaces Public toilets and changing areas must provide single sex facilities.",NA,"603",NA
"Promote Child Friendly App Restricted Smartphones",NA,"403",NA
"Social media is associated with eating disorders, anxiety, depression, suicide and the child mental health crisis.",NA,"403",NA
"Launch an inquiry into social media harms.",NA,"403",NA
"Thereafter:",NA,"H",NA
"Review the Online Safety Bill",NA,"403",NA
"Social media giants that push baseless transgender ideology and divisive Critical Race theory should have no role in regulating free speech.",NA,"201.1",NA
"CHILDREN & FAMILIES PLEDGES COSTS = £8 BILLION PA",NA,NA,NA
"TRANSPORT & UTILITIES INFRASTRUCTURE",NA,"H",NA
"The Scandal of our Crumbling Infrastructure Must End",NA,"H",NA
"Reform UK will take a pragmatic approach to getting Britain’s infrastructure back on its feet and keeping it secure from foreign threats.",NA,"411",NA
"CRITICAL REFORMS NEEDED IN THE FIRST 100 DAYS:",NA,"H",NA
"Scrap HS2",NA,"414",NA
"Save £25 billion by scrapping the rest of this bloated vanity project.",NA,"414",NA
"Stop the War on Drivers",NA,"411",NA
"Legislate to ban ULEZ Clean Air Zones and Low Traffic Neighbourhoods.",NA,"411",NA
"Scrapping Net Zero means no more bans on petrol and diesel cars and no legal requirements for manufacturers to sell electric cars.",NA,"401",NA
"We will keep the speed limit low where safety is critical.",NA,"411",NA
"Otherwise, 20 MPH zones will be scrapped.",NA,"411",NA
"Accelerate Transport Infrastructure",NA,"411",NA
"Focus on our coastal regions, Wales, the North, and the Midlands.",NA,"411",NA
"Improve existing rail and road links.",NA,"411",NA
"Integrated services are critical.",NA,"411",NA
"Thereafter:",NA,"H",NA
"Tighter Regulation and New Ownership Model for Critical National Infrastructure",NA,"413",NA
"The British taxpayer needs to be in control of Britain’s utilities.",NA,"413",NA
"Launch a new model that brings 50% of each utility into public ownership.",NA,"413",NA
"The other 50% would be owned by UK pension funds, benefiting from new expertise and better management.",NA,"413",NA
"We will ensure standing charges are capped to help low users and pensioners.",NA,"403",NA
"A Single Government Infrastructure Funding Stream",NA,"303",NA
"Overhaul and merge the National Infrastructure Commission and the Infrastructure Bank.",NA,"303",NA
"Scrap Net Zero objectives.",NA,"410",NA
"Simplify the funding process to save time, cut waste, boost funding and accountability.",NA,"303",NA
"“Reform UK has the vision to transform Britain’s broken infrastructure.”",NA,NA,NA
"TRANSPORT AND UTILITIES INFRASTRUCTURE PLEDGES SAVINGS = £25 BILLION ONE-OFF £5 BILLION PER YEAR OVER FIRST 5 YEARS",NA,NA,NA
"AGRICULTURE",NA,"H",NA
"British Farming Needs Reform to Take Advantage of Brexit",NA,"H",NA
"Reform UK will revitalise Britain’s agriculture to give a muchneeded boost to our farmers and guarantee the country’s food security",NA,"703.1",NA
"CRITICAL REFORMS NEEDED IN THE FIRST 100 DAYS:",NA,"H",NA
"Increase the Farming Budget to £3 Billion",NA,"703.1",NA
"Focus on smaller farms.",NA,"703.1",NA
"Keep farmland in use.",NA,"703.1",NA
"Bring young people into farming.",NA,"703.1",NA
"Boost rural economy and culture.",NA,"703.1",NA
"Increase innovation and diversification.",NA,"703.1",NA
"Help farmers to farm, not pay them to leave or retire.",NA,"703.1",NA
"Scrap Climate-Related Farming Subsidies",NA,"703.2",NA
"Productive land must be farmed, not be used for solar farms or rewilding.",NA,"703.1",NA
"Replace current subsidies with direct payments.",NA,"703.1",NA
"Stop Natural England from taking action that damages farmers.",NA,"703.1",NA
"Protect Country Sports",NA,"502",NA
"These increase investment",NA,"410",NA
"and help conservation of our environment.",NA,"501",NA
"They boost rural jobs, communities and local economies.",NA,"701",NA
"Thereafter:",NA,"H",NA
"Stop Supermarket Price Fixing",NA,"403",NA
"Grant powers to the Competitions and Markets Authority to ensure fair pricing.",NA,"403",NA
"Help farmers sell their produce directly to the public.",NA,"703.1",NA
"Change planning laws to support farm shops with zero business rates.",NA,"703.1",NA
"Buy British.",NA,"406",NA
"Buy Quality",NA,"406",NA
"Target 70% to ensure food security.",NA,"406",NA
"Taxpayer funded organisations should source 75% of their food from the UK.",NA,"406",NA
"Clear labelling for consumer choice.",NA,"403",NA
"Boost smaller food processors and abattoirs through tax breaks and other incentives.",NA,"402",NA
"Farming not Form Filling",NA,"703.1",NA
"Many farmers spend over 15 hours a week on paperwork.",NA,"703.1",NA
"Cut red tape from HMRC and the British Cattle Movement Service.",NA,"703.1",NA
"“Reform UK will put British agriculture back on its feet.”",NA,NA,NA
"AGRICULTURE PLEDGES COSTS = £2 BILLION PA",NA,NA,NA
"FISHING & COASTAL COMMUNITIES",NA,"H",NA
"The Government has Betrayed Britain’s Fishing Industry",NA,"H",NA
"Reform UK will seize the huge opportunity to renew our fishing industry and revive our coastal communities.",NA,"410",NA
"CRITICAL REFORMS NEEDED IN THE FIRST 100 DAYS:",NA,"H",NA
"Stop EU Fishers Taking UK Quotas",NA,"406",NA
"End automatic access to UK waters.",NA,"406",NA
"Every foreign fishing vessel must pay for a licence to gain access to the UK’s 200 nautical mile Exclusive Economic Zone (EEZ), as designated under the United Nations Convention on the Law of the Sea (UNCLOS).",NA,"406",NA
"Stop Foreign Owners using British flags of convenience.",NA,"406",NA
"Quota reforms needed to help small scale fishing.",NA,"406",NA
"Expand the Royal Navy Overseas Patrol Squadron",NA,"406",NA
"Police Britain’s 200 nautical mile EEZ properly.",NA,"406",NA
"Assess the possibility of creating a dedicated coast guard or fisheries protection agency.",NA,"406",NA
"Ban Foreign Supertrawlers from UK Waters",NA,"406",NA
"Extend the ban on pair trawling for bass beyond the South East and 12-mile territorial waters.",NA,"406",NA
"Ban Dutch vessels from electric pulse fishing in Britain’s 200 mile EEZ.",NA,"406",NA
"Thereafter:",NA,"406",NA
"Rebuild UK Fish Processing Tax and other incentives to ensure that all fish caught in British waters are landed and processed in the UK.",NA,"406",NA
"Fish caught by foreign vessels in UK waters should also be landed and processed here when capacity allows.",NA,"406",NA
"Revitalise the UK’s Fishing Fleet",NA,"703.1",NA
"Tax incentives and vocational training to increase UK fishing fleets.",NA,"703.1",NA
"Include fishing communities in policy making.",NA,"703.1",NA
"Guarantee Sustainable Stocks",NA,"416.2",NA
"Implement a ‘dynamic management system’.",NA,"416.2",NA
"Work with national and regional partners such as the North East Atlantic Fisheries Commission.",NA,"416.2",NA
"“Reviving our coastal communities. Revitalising our fishing industry.”",NA,NA,NA
"FISHING AND COASTAL COMMUNITIES PLEDGES COSTS = £2 BILLION PA",NA,NA,NA
"PENSIONS AND SOCIAL CARE",NA,"H",NA
"Our Elderly Deserve to be Treated with Dignity and Respect",NA,"H",NA
"Reform UK will ensure that our elderly people can live with dignity through long-term reforms funded by a growing economy.",NA,"504",NA
"CRITICAL REFORMS NEEDED IN THE FIRST 100 DAYS:",NA,"H",NA
"Commence Royal Commission of Inquiry into Social Care System",NA,"505",NA
"A national plan is critical for a sustainable social care system.",NA,"505",NA
"The sector needs flexibility,",NA,"505",NA
"tax incentives,",NA,"505",NA
"VAT breaks",NA,"505",NA
"and less waste.",NA,"505",NA
"Simplify social care through a single funding stream, instead of the split between NHS and Local Authorities.",NA,"303",NA
"More funding will be needed when a national plan is agreed.",NA,"504",NA
"Stop the Offshore Taxpayer Rip Off",NA,"403",NA
"Some larger care home providers are avoiding tax on hundreds of millions of profits through complex offshore property company structures and high interest shareholder loans.",NA,"403",NA
"This has to end.",NA,"403",NA
"Thereafter:",NA,"H",NA
"Review Pension Provision",NA,"505",NA
"The current pension system is riddled with complexity, huge cost and poor returns leading to less uptake.",NA,"505",NA
"Countries like Australia do savings and pensions much better and cheaper than we do and from a much younger age.",NA,"505",NA
"End the Mineworkers Pension Scandal",NA,"504",NA
"We accept the Business, Energy and Industrial Strategy Committee 2021 recommendations in full to amend the Mineworkers Pension Scheme arrangements so that all the scheme surpluses accrue to the Mineworkers.",NA,"504",NA
"“Reform UK will treat our elderly with the respect they deserve.”",NA,NA,NA
"CONSTITUTIONAL REFORM",NA,"H",NA
"Britain’s Constitutional Arrangements Need Reform",NA,"H",NA
"We will end the corruption of our government and politics by an out-of-touch, Londoncentric elite to make Britain a more democratic, accountable, and therefore more prosperous nation.",NA,"202.1",NA
"CRITICAL REFORMS NEEDED IN THE FIRST 100 DAYS:",NA,"H",NA
"Leave the European Convention on Human Rights",NA,"110",NA
"Commence reform of the Human Rights Act so that it puts the rights of law-abiding people first.",NA,"110",NA
"Commence Reform of the House of Lords & Civil Service",NA,"204",NA
"Replace the crony-filled House of Lords with a much smaller, more democratic second chamber.",NA,"204",NA
"Structure to be debated.",NA,"204",NA
"Immediate end of political appointees.",NA,"204",NA
"Replace Civil Service leaders with successful professionals from the private sector, who are political appointees, who come and go with the government.",NA,"303",NA
"Commence Reform of the Postal Voting System",NA,"202.1",NA
"Postal voting has allowed electoral fraud.",NA,"202.1",NA
"We will stop postal voting except for the elderly, disabled or those who can’t leave their homes.",NA,"202.1",NA
"Thereafter:",NA,"H",NA
"Proportional Representation",NA,"204",NA
"Voting for the House of Commons Large numbers of voters have no representation in parliament",NA,"202.1",NA
"and new parties are shut out of the political system.",NA,"202.1",NA
"Voter turnout could be some 10% higher with PR.",NA,"202.1",NA
"A referendum is needed.",NA,"202.1",NA
"A British Bill of Rights",NA,"204",NA
"Our freedoms must be codified and guaranteed.",NA,"204",NA
"Never again can our entire country be locked down on shoddy evidence and lies.",NA,"201.1",NA
"Our data and privacy must be protected.",NA,"201.1",NA
"Surveillance of the public must be limited and those monitoring us held to account.",NA,"201.1",NA
"“Reform UK will make Britain a fully sovereign, democratic nation.”",NA,NA,NA
"CONSTITUTIONAL REFORM PLEDGES = £ NEUTRAL",NA,NA,NA
"RECLAIMING BRITAIN",NA,"H",NA
"Reform is Needed to Defend and Promote British Culture, Identity and Values",NA,"H",NA
"Reform UK will uphold British values",NA,"601.1",NA
"and legislate against extremist forces that seek to undermine our way of life.",NA,"605.1",NA
"CRITICAL REFORMS NEEDED IN THE FIRST 100 DAYS:",NA,"H",NA
"Reaffirm British Sovereignty",NA,"109",NA
"Reject the influence of the World Economic Forum.",NA,"109",NA
"Reject the World Health Organisation (WHO) Pandemic Treaty",NA,"109",NA
"and cancel our membership of the WHO unless there is fundamental reform to its structure and funding.",NA,"109",NA
"Reform UK also opposes the Creation of a Central Bank Digital Currency (CBDC).",NA,"201.1",NA
"We oppose a cashless society.",NA,"201.1",NA
"Replace the 2010 Equalities Act",NA,"608.1",NA
"The Equalities Act requires discrimination in the name of ‘positive action’.",NA,"608.1",NA
"We will scrap Diversity, Equality and Inclusion (DE&I) rules that have lowered standards and reduced economic productivity.",NA,"201.1",NA
"Propose a Comprehensive Free Speech Bill",NA,"201.1",NA
"Legislate to stop left-wing bias and politically correct ideology that threatens personal freedom and democracy.",NA,"201.1",NA
"No more de-banking, cancel culture, left wing hate mobs or political bias in public institutions.",NA,"201.1",NA
"Stop Sharia law being used in the UK.",NA,"608.1",NA
"Commence Reform of the BBC",NA,"201.1",NA
"The out-of-touch wasteful BBC is institutionally biased.",NA,"201.1",NA
"The TV licence is taxation without representation.",NA,"202.1",NA
"We will scrap it.",NA,"201.1",NA
"In a world of on-demand TV People should be free to choose.",NA,"201.1",NA
"Make St George’s and St David’s Day a Public Holiday",NA,"601.1",NA
"English national identity should be officially promoted and celebrated, not ignored or banned.",NA,"601.1",NA
"Launch an Anti-Corruption Unit for Westminster",NA,"304",NA
"We will ensure that public officials face sanctions if they break the rules, including prison.",NA,"304",NA
"Our new Anti-Corruption Unit will have legal powers to investigate past and future scandals.",NA,"304",NA
"“Upholding British culture, identity, and values.”",NA,NA,NA
"RECLAIMING BRITAIN PLEDGES = £ NEUTRAL",NA,NA,NA
"FUNDING OF REFORM UK PLANS",NA,"H",NA
"SAVINGS PLEDGES",NA,"H",NA
"Policy Area Annualised Savings Over 5 Year Electoral Term Amount in £ billions Immigration Savings £5 Employer Immigration Tax £4 Energy Savings - tax subsidies & scrap Net Zero £30 Benefit Saving - 1 million plus back to work £15 Transport & Utilities Savings £5 Slash wasteful Government spending Save £5 in 100 incl govt depts.",NA,NA,NA
"quangos, commissions £50 Stop bank interest on QE reserves £35",NA,NA,NA
"Cut foreign aid by 50% £6",NA,NA,NA
"Sub-Total Potential Savings = £150 billion pa = Almost £3,000 per Adult",NA,NA,NA
"EXTRA GROWTH ASSUMPTION Policy Area Economy - Personal Pledges Economy - Business Pledges Energy Pledges Brexit Pledges Overall Proposals will create 1 - 1.5% extra growth pa Extra 1% pa GDP = £25 bn Tax @ 40% spend = £10 bn Total Extra Growth Assumption = £10 billion pa of extra tax revenues TOTAL SAVINGS and EXTRA GROWTH POTENTIAL = £160 BILLION PA",NA,NA,NA
"COST PLEDGES",NA,"H",NA
"Policy Area Annualised Cost Over 5 Year Electoral Term Amount in £ billions Economy – Personal Pledges £70 Economy – Business Pledges £18 NHS Pledges £17 Policing Pledges £3 Justice Pledges £2 Education Pledges £5 Defence Pledges £14 Children and Families Pledges £8 Agriculture Pledges £2 Fishing and Coastal Communities Pledges £2 TOTAL COST = £141 BILLION",NA,NA,NA
